"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	60	9946279	0.6
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	100	9587365	1.0
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	81	9637462	0.8
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	61	9488430	0.6
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	74	9447846	0.8
	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	58	9390497	0.6
	"Unspecified threat to breathing"	"W84"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	10	10005715	Unreliable
	"Unspecified threat to breathing"	"W84"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	15	9587365	Unreliable
	"Unspecified threat to breathing"	"W84"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	13	9637462	Unreliable
	"Unspecified threat to breathing"	"W84"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	12	9447846	Unreliable
	"Unspecified threat to breathing"	"W84"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	15	9390497	Unreliable
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	37	10157924	0.4
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	60	10211937	0.6
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	68	10053779	0.7
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	64	10005715	0.6
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	51	9946279	0.5
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	53	9587365	0.6
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	79	9637462	0.8
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	69	9488430	0.7
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	64	9447846	0.7
	"Exposure to uncontrolled fire in building or structure"	"X00"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	70	9390497	0.7
	"Exposure to excessive natural heat"	"X30"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	10	9447846	Unreliable
	"Exposure to excessive natural cold"	"X31"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	10	10211937	Unreliable
	"Exposure to excessive natural cold"	"X31"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	21	10053779	0.2
	"Exposure to excessive natural cold"	"X31"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	29	10005715	0.3
	"Exposure to excessive natural cold"	"X31"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	16	9946279	Unreliable
	"Exposure to excessive natural cold"	"X31"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	20	9587365	0.2
	"Exposure to excessive natural cold"	"X31"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	18	9637462	Unreliable
	"Exposure to excessive natural cold"	"X31"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	31	9488430	0.3
	"Exposure to excessive natural cold"	"X31"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	36	9447846	0.4
	"Exposure to excessive natural cold"	"X31"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	32	9390497	0.3
	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	10	10053779	Unreliable
	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	11	9488430	Unreliable
	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	10	9390497	Unreliable
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	31	10157924	0.3
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	22	10211937	0.2
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	29	10053779	0.3
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	22	10005715	0.2
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	36	9946279	0.4
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	56	9587365	0.6
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	48	9637462	0.5
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	47	9488430	0.5
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	61	9447846	0.6
	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	80	9390497	0.9
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	393	10157924	3.9
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	385	10211937	3.8
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	411	10053779	4.1
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	401	10005715	4.0
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	546	9946279	5.5
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	1436	9587365	15.0
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	1652	9637462	17.1
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	1474	9488430	15.5
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	1433	9447846	15.2
	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	2068	9390497	22.0
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	442	10157924	4.4
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	443	10211937	4.3
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	436	10053779	4.3
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	439	10005715	4.4
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	575	9946279	5.8
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	844	9587365	8.8
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	942	9637462	9.8
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	884	9488430	9.3
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	869	9447846	9.2
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	1188	9390497	12.7
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	40	10157924	0.4
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	35	10211937	0.3
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	32	10053779	0.3
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	20	10005715	0.2
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	20	9946279	0.2
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	109	9587365	1.1
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	125	9637462	1.3
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	92	9488430	1.0
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	61	9447846	0.6
	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	86	9390497	0.9
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	15	10157924	Unreliable
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	11	10053779	Unreliable
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	11	10005715	Unreliable
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	12	9946279	Unreliable
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	27	9587365	0.3
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	16	9637462	Unreliable
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	31	9488430	0.3
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	31	9447846	0.3
	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	21	9390497	0.2
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	130	10157924	1.3
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	127	10211937	1.2
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	88	10053779	0.9
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	65	10005715	0.6
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	62	9946279	0.6
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	68	9587365	0.7
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	53	9637462	0.5
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	37	9488430	0.4
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	49	9447846	0.5
	"Exposure to unspecified factor causing fracture"	"X59.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	42	9390497	0.4
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	98	10157924	1.0
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	57	10211937	0.6
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	60	10053779	0.6
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	64	10005715	0.6
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	50	9946279	0.5
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	140	9587365	1.5
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	74	9637462	0.8
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	77	9488430	0.8
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	92	9447846	1.0
	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	71	9390497	0.8
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	19	10157924	Unreliable
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	27	10211937	0.3
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	27	10053779	0.3
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	24	10005715	0.2
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	27	9946279	0.3
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	20	9587365	0.2
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	18	9637462	Unreliable
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	29	9488430	0.3
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	27	9447846	0.3
	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	18	9390497	Unreliable
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	10	10211937	Unreliable
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	11	9587365	Unreliable
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	11	9447846	Unreliable
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	13	9390497	Unreliable
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	84	10157924	0.8
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	79	10211937	0.8
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	73	10053779	0.7
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	72	10005715	0.7
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	78	9946279	0.8
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	67	9587365	0.7
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	64	9637462	0.7
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	62	9488430	0.7
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	62	9447846	0.7
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	56	9390497	0.6
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	13	10157924	Unreliable
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	10	10211937	Unreliable
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	11	10005715	Unreliable
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	13	9946279	Unreliable
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	46	9587365	0.5
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	39	9637462	0.4
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	51	9488430	0.5
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	38	9447846	0.4
	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	28	9390497	0.3
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	159	10157924	1.6
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	147	10211937	1.4
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	149	10053779	1.5
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	142	10005715	1.4
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	127	9946279	1.3
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	426	9587365	4.4
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	531	9637462	5.5
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	501	9488430	5.3
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	535	9447846	5.7
	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	463	9390497	4.9
	"Intentional self-harm by drowning and submersion"	"X71"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	17	10157924	Unreliable
	"Intentional self-harm by drowning and submersion"	"X71"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	16	10211937	Unreliable
	"Intentional self-harm by drowning and submersion"	"X71"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	15	10053779	Unreliable
	"Intentional self-harm by drowning and submersion"	"X71"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	10	10005715	Unreliable
	"Intentional self-harm by drowning and submersion"	"X71"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	12	9946279	Unreliable
	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	29	9587365	0.3
	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	38	9637462	0.4
	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	40	9488430	0.4
	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	27	9447846	0.3
	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	31	9390497	0.3
	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	12	9587365	Unreliable
	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	25	9637462	0.3
	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	23	9488430	0.2
	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	12	9447846	Unreliable
	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	14	9390497	Unreliable
	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	105	9587365	1.1
	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	96	9637462	1.0
	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	119	9488430	1.3
	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	96	9447846	1.0
	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	97	9390497	1.0
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	31	10157924	0.3
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	23	10211937	0.2
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	29	10053779	0.3
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	27	10005715	0.3
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	21	9946279	0.2
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	335	9587365	3.5
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	284	9637462	2.9
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	271	9488430	2.9
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	312	9447846	3.3
	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	323	9390497	3.4
	"Intentional self-harm by smoke, fire and flames"	"X76"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	10	10211937	Unreliable
	"Intentional self-harm by sharp object"	"X78"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	13	10005715	Unreliable
	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	38	9587365	0.4
	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	33	9637462	0.3
	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	44	9488430	0.5
	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	45	9447846	0.5
	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	49	9390497	0.5
	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	40	10157924	0.4
	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	47	10211937	0.5
	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	36	10053779	0.4
	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	48	10005715	0.5
