"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Pyogenic arthritis, unspecified"	"M00.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	11	9581261	Unreliable
	"Pyogenic arthritis, unspecified"	"M00.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	14	9611513	Unreliable
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	54	10033393	0.5
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	64	10081044	0.6
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	42	10114934	0.4
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	46	10164966	0.5
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	63	10184278	0.6
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	19	9431804	Unreliable
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	18	9489217	Unreliable
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	15	9536193	Unreliable
	"Rheumatoid arthritis, unspecified"	"M06.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	15	9581261	Unreliable
	"Arthritis, unspecified"	"M13.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	10	10033393	Unreliable
	"Arthrosis, unspecified"	"M19.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	18	10033393	Unreliable
	"Arthrosis, unspecified"	"M19.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	22	10081044	0.2
	"Arthrosis, unspecified"	"M19.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	16	10114934	Unreliable
	"Arthrosis, unspecified"	"M19.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	15	10164966	Unreliable
	"Arthrosis, unspecified"	"M19.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	20	10184278	0.2
	"Arthrosis, unspecified"	"M19.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	10	9489217	Unreliable
	"Arthrosis, unspecified"	"M19.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	14	9581261	Unreliable
	"Thrombotic microangiopathy"	"M31.1"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Wegener granulomatosis"	"M31.3"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Wegener granulomatosis"	"M31.3"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	11	9489217	Unreliable
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	47	10033393	0.5
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	50	10081044	0.5
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	52	10114934	0.5
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	45	10164966	0.4
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	47	10184278	0.5
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	11	9489217	Unreliable
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	11	9536193	Unreliable
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	11	9581261	Unreliable
	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	10	9611513	Unreliable
	"Other forms of systemic sclerosis"	"M34.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	46	10033393	0.5
	"Other forms of systemic sclerosis"	"M34.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	38	10081044	0.4
	"Other forms of systemic sclerosis"	"M34.8"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	43	10114934	0.4
	"Other forms of systemic sclerosis"	"M34.8"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	41	10164966	0.4
	"Other forms of systemic sclerosis"	"M34.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	35	10184278	0.3
	"Other forms of systemic sclerosis"	"M34.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	13	9489217	Unreliable
	"Other forms of systemic sclerosis"	"M34.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	12	9581261	Unreliable
	"Systemic sclerosis, unspecified"	"M34.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	10	10033393	Unreliable
	"Systemic sclerosis, unspecified"	"M34.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	17	10081044	Unreliable
	"Systemic sclerosis, unspecified"	"M34.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Systemic sclerosis, unspecified"	"M34.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	14	10164966	Unreliable
	"Systemic sclerosis, unspecified"	"M34.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	17	10184278	Unreliable
	"Sicca syndrome [Sjogren]"	"M35.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	12	10164966	Unreliable
	"Systemic involvement of connective tissue, unspecified"	"M35.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	10	10164966	Unreliable
	"Scoliosis, unspecified"	"M41.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Scoliosis, unspecified"	"M41.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	13	10184278	Unreliable
	"Osteomyelitis of vertebra"	"M46.2"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	12	9581261	Unreliable
	"Osteomyelitis of vertebra"	"M46.2"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	12	9611513	Unreliable
	"Other specified disorders of muscle"	"M62.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	14	10033393	Unreliable
	"Other specified disorders of muscle"	"M62.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Other specified disorders of muscle"	"M62.8"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	17	10164966	Unreliable
	"Other specified disorders of muscle"	"M62.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Other specified disorders of muscle"	"M62.8"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	13	9431804	Unreliable
	"Other specified disorders of muscle"	"M62.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	21	9489217	0.2
	"Other specified disorders of muscle"	"M62.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	13	9536193	Unreliable
	"Other specified disorders of muscle"	"M62.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	20	9581261	0.2
	"Other specified disorders of muscle"	"M62.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	17	9611513	Unreliable
	"Necrotizing fasciitis"	"M72.6"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Necrotizing fasciitis"	"M72.6"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	15	10081044	Unreliable
	"Necrotizing fasciitis"	"M72.6"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	14	10114934	Unreliable
	"Necrotizing fasciitis"	"M72.6"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	22	10164966	0.2
	"Necrotizing fasciitis"	"M72.6"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	19	10184278	Unreliable
	"Necrotizing fasciitis"	"M72.6"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	13	9431804	Unreliable
	"Necrotizing fasciitis"	"M72.6"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	16	9536193	Unreliable
	"Necrotizing fasciitis"	"M72.6"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	14	9611513	Unreliable
	"Unspecified osteoporosis with pathological fracture"	"M80.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	14	10033393	Unreliable
	"Unspecified osteoporosis with pathological fracture"	"M80.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	10	10081044	Unreliable
	"Unspecified osteoporosis with pathological fracture"	"M80.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	12	10114934	Unreliable
	"Unspecified osteoporosis with pathological fracture"	"M80.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	10	10184278	Unreliable
	"Osteoporosis, unspecified"	"M81.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	14	10033393	Unreliable
	"Osteoporosis, unspecified"	"M81.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	11	10081044	Unreliable
	"Osteoporosis, unspecified"	"M81.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	11	10114934	Unreliable
	"Osteoporosis, unspecified"	"M81.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	10	10164966	Unreliable
	"Osteoporosis, unspecified"	"M81.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	11	10184278	Unreliable
	"Osteomyelitis, unspecified"	"M86.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	40	10033393	0.4
	"Osteomyelitis, unspecified"	"M86.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	54	10081044	0.5
	"Osteomyelitis, unspecified"	"M86.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	50	10114934	0.5
	"Osteomyelitis, unspecified"	"M86.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	60	10164966	0.6
	"Osteomyelitis, unspecified"	"M86.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	46	10184278	0.5
	"Osteomyelitis, unspecified"	"M86.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	57	9431804	0.6
	"Osteomyelitis, unspecified"	"M86.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	61	9489217	0.6
	"Osteomyelitis, unspecified"	"M86.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	55	9536193	0.6
	"Osteomyelitis, unspecified"	"M86.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	72	9581261	0.8
	"Osteomyelitis, unspecified"	"M86.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	65	9611513	0.7
	"Acute nephritic syndrome, unspecified"	"N00.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	10	10081044	Unreliable
	"Acute nephritic syndrome, unspecified"	"N00.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	11	9536193	Unreliable
	"Acute nephritic syndrome, unspecified"	"N00.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	10	10033393	Unreliable
	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	18	10081044	Unreliable
	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	19	10114934	Unreliable
	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	20	10164966	0.2
	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	10	9489217	Unreliable
	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	13	9536193	Unreliable
	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	10	9611513	Unreliable
	"Obstructive and reflux uropathy, unspecified"	"N13.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Obstructive and reflux uropathy, unspecified"	"N13.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	10	9431804	Unreliable
	"Obstructive and reflux uropathy, unspecified"	"N13.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	10	9489217	Unreliable
	"Obstructive and reflux uropathy, unspecified"	"N13.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	14	9536193	Unreliable
	"Obstructive and reflux uropathy, unspecified"	"N13.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Obstructive and reflux uropathy, unspecified"	"N13.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	18	9611513	Unreliable
	"Acute renal failure, unspecified"	"N17.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	178	10033393	1.8
	"Acute renal failure, unspecified"	"N17.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	193	10081044	1.9
	"Acute renal failure, unspecified"	"N17.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	201	10114934	2.0
	"Acute renal failure, unspecified"	"N17.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	193	10164966	1.9
	"Acute renal failure, unspecified"	"N17.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	174	10184278	1.7
	"Acute renal failure, unspecified"	"N17.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	184	9431804	2.0
	"Acute renal failure, unspecified"	"N17.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	181	9489217	1.9
	"Acute renal failure, unspecified"	"N17.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	145	9536193	1.5
	"Acute renal failure, unspecified"	"N17.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	161	9581261	1.7
	"Acute renal failure, unspecified"	"N17.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	156	9611513	1.6
	"Chronic kidney disease, stage 4"	"N18.4"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	10	10081044	Unreliable
	"Chronic kidney disease, stage 4"	"N18.4"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	14	10164966	Unreliable
	"Chronic kidney disease, stage 4"	"N18.4"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	15	10184278	Unreliable
	"Chronic kidney disease, stage 4"	"N18.4"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	11	9611513	Unreliable
	"Chronic kidney disease, stage 5"	"N18.5"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	399	10033393	4.0
	"Chronic kidney disease, stage 5"	"N18.5"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	422	10081044	4.2
	"Chronic kidney disease, stage 5"	"N18.5"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	443	10114934	4.4
	"Chronic kidney disease, stage 5"	"N18.5"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	494	10164966	4.9
	"Chronic kidney disease, stage 5"	"N18.5"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	429	10184278	4.2
	"Chronic kidney disease, stage 5"	"N18.5"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	446	9431804	4.7
	"Chronic kidney disease, stage 5"	"N18.5"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	464	9489217	4.9
	"Chronic kidney disease, stage 5"	"N18.5"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	477	9536193	5.0
	"Chronic kidney disease, stage 5"	"N18.5"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	501	9581261	5.2
	"Chronic kidney disease, stage 5"	"N18.5"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	558	9611513	5.8
	"Chronic renal failure, unspecified"	"N18.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	188	10033393	1.9
	"Chronic renal failure, unspecified"	"N18.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	211	10081044	2.1
	"Chronic renal failure, unspecified"	"N18.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	228	10114934	2.3
	"Chronic renal failure, unspecified"	"N18.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	174	10164966	1.7
	"Chronic renal failure, unspecified"	"N18.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	212	10184278	2.1
	"Chronic renal failure, unspecified"	"N18.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	219	9431804	2.3
	"Chronic renal failure, unspecified"	"N18.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	211	9489217	2.2
	"Chronic renal failure, unspecified"	"N18.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	211	9536193	2.2
	"Chronic renal failure, unspecified"	"N18.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	195	9581261	2.0
	"Chronic renal failure, unspecified"	"N18.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	184	9611513	1.9
	"Unspecified renal failure"	"N19"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	260	10033393	2.6
	"Unspecified renal failure"	"N19"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	242	10081044	2.4
	"Unspecified renal failure"	"N19"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	257	10114934	2.5
	"Unspecified renal failure"	"N19"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	215	10164966	2.1
	"Unspecified renal failure"	"N19"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	226	10184278	2.2
	"Unspecified renal failure"	"N19"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	272	9431804	2.9
	"Unspecified renal failure"	"N19"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	244	9489217	2.6
	"Unspecified renal failure"	"N19"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	249	9536193	2.6
	"Unspecified renal failure"	"N19"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	200	9581261	2.1
	"Unspecified renal failure"	"N19"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	230	9611513	2.4
	"Calculus of kidney"	"N20.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	16	10033393	Unreliable
	"Calculus of kidney"	"N20.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Calculus of kidney"	"N20.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	13	10114934	Unreliable
	"Calculus of kidney"	"N20.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	14	10164966	Unreliable
	"Calculus of kidney"	"N20.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	18	10184278	Unreliable
	"Calculus of kidney"	"N20.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	13	9611513	Unreliable
	"Other specified disorders of kidney and ureter"	"N28.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	10	10033393	Unreliable
	"Other specified disorders of kidney and ureter"	"N28.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	24	10081044	0.2
	"Other specified disorders of kidney and ureter"	"N28.8"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	22	10114934	0.2
	"Other specified disorders of kidney and ureter"	"N28.8"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	42	10164966	0.4
	"Other specified disorders of kidney and ureter"	"N28.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	50	10184278	0.5
	"Other specified disorders of kidney and ureter"	"N28.8"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	15	9431804	Unreliable
	"Other specified disorders of kidney and ureter"	"N28.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	26	9489217	0.3
	"Other specified disorders of kidney and ureter"	"N28.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	29	9536193	0.3
	"Other specified disorders of kidney and ureter"	"N28.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	26	9581261	0.3
	"Other specified disorders of kidney and ureter"	"N28.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	42	9611513	0.4
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	20	10033393	0.2
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	18	10081044	Unreliable
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	16	10114934	Unreliable
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	17	10164966	Unreliable
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	19	10184278	Unreliable
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	14	9431804	Unreliable
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	25	9489217	0.3
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	13	9581261	Unreliable
	"Disorder of kidney and ureter, unspecified"	"N28.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	24	9611513	0.2
	"Urinary tract infection, site not specified"	"N39.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	603	10033393	6.0
	"Urinary tract infection, site not specified"	"N39.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	547	10081044	5.4
	"Urinary tract infection, site not specified"	"N39.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	534	10114934	5.3
	"Urinary tract infection, site not specified"	"N39.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	550	10164966	5.4
	"Urinary tract infection, site not specified"	"N39.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	523	10184278	5.1
	"Urinary tract infection, site not specified"	"N39.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	303	9431804	3.2
	"Urinary tract infection, site not specified"	"N39.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	280	9489217	3.0
	"Urinary tract infection, site not specified"	"N39.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	285	9536193	3.0
	"Urinary tract infection, site not specified"	"N39.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	299	9581261	3.1
	"Urinary tract infection, site not specified"	"N39.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	278	9611513	2.9
	"Hyperplasia of prostate"	"N40"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	51	9431804	0.5
	"Hyperplasia of prostate"	"N40"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	41	9489217	0.4
	"Hyperplasia of prostate"	"N40"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	42	9536193	0.4
	"Hyperplasia of prostate"	"N40"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	49	9581261	0.5
	"Hyperplasia of prostate"	"N40"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	39	9611513	0.4
	"Inflammatory disorders of other specified male genital organs"	"N49.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	12	9489217	Unreliable
	"Inflammatory disorders of other specified male genital organs"	"N49.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	10	9536193	Unreliable
	"Other specified pregnancy-related conditions"	"O26.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	14	10033393	Unreliable
	"Other specified pregnancy-related conditions"	"O26.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	10	10081044	Unreliable
	"Other specified pregnancy-related conditions"	"O26.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	10	10184278	Unreliable
	"Death from direct obstetric cause occurring more than 42 days but less than one year after delivery"	"O96.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery"	"O96.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery"	"O96.1"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	11	10164966	Unreliable
	"Newborn affected by incompetent cervix"	"P01.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Newborn affected by incompetent cervix"	"P01.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	10	9431804	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	11	10033393	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	13	10114934	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	10	10164966	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	16	9431804	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	12	9489217	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	13	9536193	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	18	9581261	Unreliable
	"Newborn affected by premature rupture of membranes"	"P01.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	13	9611513	Unreliable
	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	15	9611513	Unreliable
	"Newborn affected by chorioamnionitis"	"P02.7"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Newborn affected by chorioamnionitis"	"P02.7"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	14	10164966	Unreliable
	"Newborn affected by chorioamnionitis"	"P02.7"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	11	9489217	Unreliable
	"Newborn affected by chorioamnionitis"	"P02.7"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	10	9536193	Unreliable
	"Extremely low birth weight"	"P07.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Extremely low birth weight"	"P07.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	10	10081044	Unreliable
	"Extremely low birth weight"	"P07.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	13	9431804	Unreliable
	"Extremely low birth weight"	"P07.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	14	9489217	Unreliable
	"Extremely low birth weight"	"P07.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	12	9581261	Unreliable
