"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Congenital non-neoplastic naevus"	"Q82.5"	"2013"	"2013"	1	316128839	Unreliable
	"Congenital non-neoplastic naevus"	"Q82.5"	"2019"	"2019"	1	328239523	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2011"	"2011"	6	311591917	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2012"	"2012"	10	313914040	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2013"	"2013"	9	316128839	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2014"	"2014"	15	318857056	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2015"	"2015"	8	321418820	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2016"	"2016"	6	323127513	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2017"	"2017"	16	325719178	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2018"	"2018"	7	327167434	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2019"	"2019"	7	328239523	Unreliable
	"Other specified congenital malformations of skin"	"Q82.8"	"2020 "	"2020"	10	329484123	Unreliable
	"Congenital malformation of skin, unspecified"	"Q82.9"	"2015"	"2015"	1	321418820	Unreliable
	"Congenital malformation of skin, unspecified"	"Q82.9"	"2019"	"2019"	1	328239523	Unreliable
	"Accessory nipple"	"Q83.3"	"2011"	"2011"	1	311591917	Unreliable
	"Congenital alopecia"	"Q84.0"	"2012"	"2012"	1	313914040	Unreliable
	"Other congenital malformations of hair"	"Q84.2"	"2012"	"2012"	1	313914040	Unreliable
	"Other congenital malformations of hair"	"Q84.2"	"2016"	"2016"	1	323127513	Unreliable
	"Other specified congenital malformations of integument"	"Q84.8"	"2012"	"2012"	1	313914040	Unreliable
	"Other specified congenital malformations of integument"	"Q84.8"	"2013"	"2013"	1	316128839	Unreliable
	"Other specified congenital malformations of integument"	"Q84.8"	"2017"	"2017"	1	325719178	Unreliable
	"Other specified congenital malformations of integument"	"Q84.8"	"2019"	"2019"	1	328239523	Unreliable
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2011"	"2011"	106	311591917	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2012"	"2012"	98	313914040	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2013"	"2013"	101	316128839	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2014"	"2014"	105	318857056	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2015"	"2015"	130	321418820	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2016"	"2016"	100	323127513	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2017"	"2017"	105	325719178	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2018"	"2018"	108	327167434	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2019"	"2019"	122	328239523	0.0
	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2020 "	"2020"	109	329484123	0.0
	"Tuberous sclerosis"	"Q85.1"	"2011"	"2011"	41	311591917	0.0
	"Tuberous sclerosis"	"Q85.1"	"2012"	"2012"	32	313914040	0.0
	"Tuberous sclerosis"	"Q85.1"	"2013"	"2013"	47	316128839	0.0
	"Tuberous sclerosis"	"Q85.1"	"2014"	"2014"	28	318857056	0.0
	"Tuberous sclerosis"	"Q85.1"	"2015"	"2015"	31	321418820	0.0
	"Tuberous sclerosis"	"Q85.1"	"2016"	"2016"	37	323127513	0.0
	"Tuberous sclerosis"	"Q85.1"	"2017"	"2017"	32	325719178	0.0
	"Tuberous sclerosis"	"Q85.1"	"2018"	"2018"	43	327167434	0.0
	"Tuberous sclerosis"	"Q85.1"	"2019"	"2019"	35	328239523	0.0
	"Tuberous sclerosis"	"Q85.1"	"2020 "	"2020"	27	329484123	0.0
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2011"	"2011"	20	311591917	0.0
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2012"	"2012"	28	313914040	0.0
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2013"	"2013"	13	316128839	Unreliable
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2014"	"2014"	30	318857056	0.0
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2015"	"2015"	28	321418820	0.0
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2016"	"2016"	17	323127513	Unreliable
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2017"	"2017"	16	325719178	Unreliable
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2018"	"2018"	28	327167434	0.0
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2019"	"2019"	13	328239523	Unreliable
	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2020 "	"2020"	15	329484123	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2011"	"2011"	1	311591917	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2012"	"2012"	3	313914040	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2013"	"2013"	1	316128839	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2014"	"2014"	3	318857056	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2015"	"2015"	1	321418820	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2016"	"2016"	3	323127513	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2017"	"2017"	6	325719178	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2018"	"2018"	4	327167434	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2019"	"2019"	4	328239523	Unreliable
	"Phakomatosis, unspecified"	"Q85.9"	"2020 "	"2020"	5	329484123	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2011"	"2011"	9	311591917	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2012"	"2012"	3	313914040	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2013"	"2013"	8	316128839	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2014"	"2014"	9	318857056	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2015"	"2015"	8	321418820	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2016"	"2016"	6	323127513	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2017"	"2017"	10	325719178	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2018"	"2018"	8	327167434	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2019"	"2019"	5	328239523	Unreliable
	"Fetal alcohol syndrome (dysmorphic)"	"Q86.0"	"2020 "	"2020"	11	329484123	Unreliable
	"Fetal hydantoin syndrome"	"Q86.1"	"2017"	"2017"	1	325719178	Unreliable
	"Dysmorphism due to warfarin"	"Q86.2"	"2017"	"2017"	1	325719178	Unreliable
	"Other congenital malformation syndromes due to known exogenous causes"	"Q86.8"	"2014"	"2014"	1	318857056	Unreliable
	"Other congenital malformation syndromes due to known exogenous causes"	"Q86.8"	"2016"	"2016"	1	323127513	Unreliable
	"Other congenital malformation syndromes due to known exogenous causes"	"Q86.8"	"2019"	"2019"	1	328239523	Unreliable
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2011"	"2011"	23	311591917	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2012"	"2012"	25	313914040	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2013"	"2013"	23	316128839	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2014"	"2014"	26	318857056	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2015"	"2015"	32	321418820	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2016"	"2016"	23	323127513	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2017"	"2017"	30	325719178	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2018"	"2018"	31	327167434	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2019"	"2019"	23	328239523	0.0
	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2020 "	"2020"	39	329484123	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2011"	"2011"	69	311591917	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2012"	"2012"	90	313914040	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2013"	"2013"	78	316128839	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2014"	"2014"	82	318857056	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2015"	"2015"	84	321418820	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2016"	"2016"	106	323127513	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2017"	"2017"	94	325719178	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2018"	"2018"	99	327167434	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2019"	"2019"	107	328239523	0.0
	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2020 "	"2020"	111	329484123	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2011"	"2011"	25	311591917	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2012"	"2012"	34	313914040	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2013"	"2013"	37	316128839	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2014"	"2014"	21	318857056	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2015"	"2015"	26	321418820	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2016"	"2016"	25	323127513	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2017"	"2017"	28	325719178	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2018"	"2018"	20	327167434	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2019"	"2019"	27	328239523	0.0
	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	"2020 "	"2020"	36	329484123	0.0
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2011"	"2011"	4	311591917	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2012"	"2012"	7	313914040	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2013"	"2013"	5	316128839	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2014"	"2014"	6	318857056	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2015"	"2015"	4	321418820	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2016"	"2016"	5	323127513	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2017"	"2017"	5	325719178	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2018"	"2018"	5	327167434	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2019"	"2019"	7	328239523	Unreliable
	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	"2020 "	"2020"	4	329484123	Unreliable
	"Marfan syndrome"	"Q87.4"	"2011"	"2011"	81	311591917	0.0
	"Marfan syndrome"	"Q87.4"	"2012"	"2012"	101	313914040	0.0
	"Marfan syndrome"	"Q87.4"	"2013"	"2013"	95	316128839	0.0
	"Marfan syndrome"	"Q87.4"	"2014"	"2014"	95	318857056	0.0
	"Marfan syndrome"	"Q87.4"	"2015"	"2015"	90	321418820	0.0
	"Marfan syndrome"	"Q87.4"	"2016"	"2016"	114	323127513	0.0
	"Marfan syndrome"	"Q87.4"	"2017"	"2017"	119	325719178	0.0
	"Marfan syndrome"	"Q87.4"	"2018"	"2018"	106	327167434	0.0
	"Marfan syndrome"	"Q87.4"	"2019"	"2019"	91	328239523	0.0
	"Marfan syndrome"	"Q87.4"	"2020 "	"2020"	100	329484123	0.0
	"Other congenital malformation syndromes with other skeletal changes"	"Q87.5"	"2019"	"2019"	1	328239523	Unreliable
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2011"	"2011"	80	311591917	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2012"	"2012"	72	313914040	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2013"	"2013"	69	316128839	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2014"	"2014"	59	318857056	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2015"	"2015"	74	321418820	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2016"	"2016"	74	323127513	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2017"	"2017"	102	325719178	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2018"	"2018"	98	327167434	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2019"	"2019"	109	328239523	0.0
	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2020 "	"2020"	114	329484123	0.0
	"Congenital malformations of spleen"	"Q89.0"	"2011"	"2011"	11	311591917	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2012"	"2012"	4	313914040	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2013"	"2013"	11	316128839	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2014"	"2014"	10	318857056	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2015"	"2015"	17	321418820	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2016"	"2016"	14	323127513	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2017"	"2017"	15	325719178	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2018"	"2018"	13	327167434	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2019"	"2019"	14	328239523	Unreliable
	"Congenital malformations of spleen"	"Q89.0"	"2020 "	"2020"	11	329484123	Unreliable
	"Congenital malformations of adrenal gland"	"Q89.1"	"2011"	"2011"	2	311591917	Unreliable
	"Congenital malformations of adrenal gland"	"Q89.1"	"2012"	"2012"	5	313914040	Unreliable
	"Congenital malformations of adrenal gland"	"Q89.1"	"2013"	"2013"	2	316128839	Unreliable
	"Congenital malformations of adrenal gland"	"Q89.1"	"2015"	"2015"	2	321418820	Unreliable
	"Congenital malformations of adrenal gland"	"Q89.1"	"2017"	"2017"	4	325719178	Unreliable
	"Congenital malformations of adrenal gland"	"Q89.1"	"2018"	"2018"	5	327167434	Unreliable
	"Congenital malformations of adrenal gland"	"Q89.1"	"2019"	"2019"	5	328239523	Unreliable
	"Congenital malformations of adrenal gland"	"Q89.1"	"2020 "	"2020"	2	329484123	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2011"	"2011"	1	311591917	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2012"	"2012"	2	313914040	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2013"	"2013"	1	316128839	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2014"	"2014"	1	318857056	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2015"	"2015"	1	321418820	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2016"	"2016"	1	323127513	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2018"	"2018"	2	327167434	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2019"	"2019"	3	328239523	Unreliable
	"Congenital malformations of other endocrine glands"	"Q89.2"	"2020 "	"2020"	5	329484123	Unreliable
	"Situs inversus"	"Q89.3"	"2011"	"2011"	23	311591917	0.0
	"Situs inversus"	"Q89.3"	"2012"	"2012"	15	313914040	Unreliable
	"Situs inversus"	"Q89.3"	"2013"	"2013"	23	316128839	0.0
	"Situs inversus"	"Q89.3"	"2014"	"2014"	18	318857056	Unreliable
	"Situs inversus"	"Q89.3"	"2015"	"2015"	25	321418820	0.0
	"Situs inversus"	"Q89.3"	"2016"	"2016"	17	323127513	Unreliable
	"Situs inversus"	"Q89.3"	"2017"	"2017"	18	325719178	Unreliable
	"Situs inversus"	"Q89.3"	"2018"	"2018"	14	327167434	Unreliable
	"Situs inversus"	"Q89.3"	"2019"	"2019"	20	328239523	0.0
	"Situs inversus"	"Q89.3"	"2020 "	"2020"	24	329484123	0.0
	"Conjoined twins"	"Q89.4"	"2011"	"2011"	32	311591917	0.0
	"Conjoined twins"	"Q89.4"	"2012"	"2012"	29	313914040	0.0
	"Conjoined twins"	"Q89.4"	"2013"	"2013"	13	316128839	Unreliable
	"Conjoined twins"	"Q89.4"	"2014"	"2014"	23	318857056	0.0
	"Conjoined twins"	"Q89.4"	"2015"	"2015"	21	321418820	0.0
	"Conjoined twins"	"Q89.4"	"2016"	"2016"	17	323127513	Unreliable
	"Conjoined twins"	"Q89.4"	"2017"	"2017"	16	325719178	Unreliable
	"Conjoined twins"	"Q89.4"	"2018"	"2018"	26	327167434	0.0
	"Conjoined twins"	"Q89.4"	"2019"	"2019"	13	328239523	Unreliable
	"Conjoined twins"	"Q89.4"	"2020 "	"2020"	26	329484123	0.0
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2011"	"2011"	268	311591917	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2012"	"2012"	243	313914040	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2013"	"2013"	256	316128839	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2014"	"2014"	237	318857056	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2015"	"2015"	214	321418820	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2016"	"2016"	233	323127513	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2017"	"2017"	216	325719178	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2018"	"2018"	228	327167434	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2019"	"2019"	209	328239523	0.1
	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2020 "	"2020"	207	329484123	0.1
	"Other specified congenital malformations"	"Q89.8"	"2011"	"2011"	73	311591917	0.0
	"Other specified congenital malformations"	"Q89.8"	"2012"	"2012"	76	313914040	0.0
	"Other specified congenital malformations"	"Q89.8"	"2013"	"2013"	68	316128839	0.0
	"Other specified congenital malformations"	"Q89.8"	"2014"	"2014"	78	318857056	0.0
	"Other specified congenital malformations"	"Q89.8"	"2015"	"2015"	72	321418820	0.0
	"Other specified congenital malformations"	"Q89.8"	"2016"	"2016"	61	323127513	0.0
	"Other specified congenital malformations"	"Q89.8"	"2017"	"2017"	69	325719178	0.0
	"Other specified congenital malformations"	"Q89.8"	"2018"	"2018"	68	327167434	0.0
	"Other specified congenital malformations"	"Q89.8"	"2019"	"2019"	66	328239523	0.0
	"Other specified congenital malformations"	"Q89.8"	"2020 "	"2020"	63	329484123	0.0
	"Congenital malformation, unspecified"	"Q89.9"	"2011"	"2011"	270	311591917	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2012"	"2012"	259	313914040	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2013"	"2013"	298	316128839	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2014"	"2014"	278	318857056	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2015"	"2015"	260	321418820	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2016"	"2016"	273	323127513	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2017"	"2017"	250	325719178	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2018"	"2018"	264	327167434	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2019"	"2019"	257	328239523	0.1
	"Congenital malformation, unspecified"	"Q89.9"	"2020 "	"2020"	234	329484123	0.1
	"Trisomy 21, mosaicism (mitotic nondisjunction)"	"Q90.1"	"2019"	"2019"	1	328239523	Unreliable
	"Trisomy 21, translocation"	"Q90.2"	"2012"	"2012"	1	313914040	Unreliable
	"Trisomy 21, translocation"	"Q90.2"	"2016"	"2016"	1	323127513	Unreliable
	"Trisomy 21, translocation"	"Q90.2"	"2017"	"2017"	1	325719178	Unreliable
	"Trisomy 21, translocation"	"Q90.2"	"2019"	"2019"	2	328239523	Unreliable
	"Trisomy 21, translocation"	"Q90.2"	"2020 "	"2020"	2	329484123	Unreliable
	"Down syndrome, unspecified"	"Q90.9"	"2011"	"2011"	986	311591917	0.3
	"Down syndrome, unspecified"	"Q90.9"	"2012"	"2012"	992	313914040	0.3
	"Down syndrome, unspecified"	"Q90.9"	"2013"	"2013"	1053	316128839	0.3
	"Down syndrome, unspecified"	"Q90.9"	"2014"	"2014"	1228	318857056	0.4
	"Down syndrome, unspecified"	"Q90.9"	"2015"	"2015"	1354	321418820	0.4
	"Down syndrome, unspecified"	"Q90.9"	"2016"	"2016"	1388	323127513	0.4
	"Down syndrome, unspecified"	"Q90.9"	"2017"	"2017"	1407	325719178	0.4
	"Down syndrome, unspecified"	"Q90.9"	"2018"	"2018"	1344	327167434	0.4
	"Down syndrome, unspecified"	"Q90.9"	"2019"	"2019"	1401	328239523	0.4
	"Down syndrome, unspecified"	"Q90.9"	"2020 "	"2020"	1409	329484123	0.4
	"Trisomy 18, mosaicism (mitotic nondisjunction)"	"Q91.1"	"2013"	"2013"	1	316128839	Unreliable
	"Trisomy 18, mosaicism (mitotic nondisjunction)"	"Q91.1"	"2014"	"2014"	2	318857056	Unreliable
	"Trisomy 18, mosaicism (mitotic nondisjunction)"	"Q91.1"	"2016"	"2016"	3	323127513	Unreliable
	"Trisomy 18, mosaicism (mitotic nondisjunction)"	"Q91.1"	"2020 "	"2020"	2	329484123	Unreliable
	"Trisomy 18, translocation"	"Q91.2"	"2012"	"2012"	2	313914040	Unreliable
	"Trisomy 18, translocation"	"Q91.2"	"2013"	"2013"	1	316128839	Unreliable
	"Trisomy 18, translocation"	"Q91.2"	"2016"	"2016"	1	323127513	Unreliable
	"Edwards syndrome, unspecified"	"Q91.3"	"2011"	"2011"	504	311591917	0.2
	"Edwards syndrome, unspecified"	"Q91.3"	"2012"	"2012"	490	313914040	0.2
	"Edwards syndrome, unspecified"	"Q91.3"	"2013"	"2013"	487	316128839	0.2
	"Edwards syndrome, unspecified"	"Q91.3"	"2014"	"2014"	492	318857056	0.2
	"Edwards syndrome, unspecified"	"Q91.3"	"2015"	"2015"	517	321418820	0.2
	"Edwards syndrome, unspecified"	"Q91.3"	"2016"	"2016"	499	323127513	0.2
	"Edwards syndrome, unspecified"	"Q91.3"	"2017"	"2017"	452	325719178	0.1
	"Edwards syndrome, unspecified"	"Q91.3"	"2018"	"2018"	491	327167434	0.2
	"Edwards syndrome, unspecified"	"Q91.3"	"2019"	"2019"	453	328239523	0.1
	"Edwards syndrome, unspecified"	"Q91.3"	"2020 "	"2020"	436	329484123	0.1
	"Trisomy 13, meiotic nondisjunction"	"Q91.4"	"2016"	"2016"	1	323127513	Unreliable
	"Trisomy 13, meiotic nondisjunction"	"Q91.4"	"2018"	"2018"	1	327167434	Unreliable
	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	"2011"	"2011"	1	311591917	Unreliable
	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	"2014"	"2014"	1	318857056	Unreliable
	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	"2015"	"2015"	3	321418820	Unreliable
	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	"2016"	"2016"	1	323127513	Unreliable
	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	"2017"	"2017"	1	325719178	Unreliable
	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	"2018"	"2018"	2	327167434	Unreliable
	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	"2019"	"2019"	2	328239523	Unreliable
	"Trisomy 13, mosaicism (mitotic nondisjunction)"	"Q91.5"	"2020 "	"2020"	1	329484123	Unreliable
	"Trisomy 13, translocation"	"Q91.6"	"2012"	"2012"	3	313914040	Unreliable
	"Trisomy 13, translocation"	"Q91.6"	"2013"	"2013"	2	316128839	Unreliable
	"Trisomy 13, translocation"	"Q91.6"	"2019"	"2019"	1	328239523	Unreliable
	"Patau syndrome, unspecified"	"Q91.7"	"2011"	"2011"	265	311591917	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2012"	"2012"	275	313914040	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2013"	"2013"	265	316128839	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2014"	"2014"	258	318857056	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2015"	"2015"	257	321418820	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2016"	"2016"	241	323127513	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2017"	"2017"	283	325719178	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2018"	"2018"	246	327167434	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2019"	"2019"	245	328239523	0.1
	"Patau syndrome, unspecified"	"Q91.7"	"2020 "	"2020"	232	329484123	0.1
	"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"	"Q92.1"	"2014"	"2014"	1	318857056	Unreliable
	"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"	"Q92.1"	"2018"	"2018"	1	327167434	Unreliable
	"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"	"Q92.1"	"2019"	"2019"	1	328239523	Unreliable
	"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"	"Q92.1"	"2020 "	"2020"	2	329484123	Unreliable
	"Minor partial trisomy"	"Q92.3"	"2012"	"2012"	1	313914040	Unreliable
	"Minor partial trisomy"	"Q92.3"	"2014"	"2014"	1	318857056	Unreliable
	"Duplications with other complex rearrangements"	"Q92.5"	"2011"	"2011"	1	311591917	Unreliable
	"Duplications with other complex rearrangements"	"Q92.5"	"2013"	"2013"	1	316128839	Unreliable
	"Duplications with other complex rearrangements"	"Q92.5"	"2016"	"2016"	1	323127513	Unreliable
	"Duplications with other complex rearrangements"	"Q92.5"	"2017"	"2017"	4	325719178	Unreliable
	"Duplications with other complex rearrangements"	"Q92.5"	"2018"	"2018"	1	327167434	Unreliable
	"Duplications with other complex rearrangements"	"Q92.5"	"2019"	"2019"	2	328239523	Unreliable
	"Extra marker chromosomes"	"Q92.6"	"2017"	"2017"	1	325719178	Unreliable
	"Triploidy and polyploidy"	"Q92.7"	"2011"	"2011"	10	311591917	Unreliable
	"Triploidy and polyploidy"	"Q92.7"	"2012"	"2012"	11	313914040	Unreliable
	"Triploidy and polyploidy"	"Q92.7"	"2013"	"2013"	12	316128839	Unreliable
	"Triploidy and polyploidy"	"Q92.7"	"2014"	"2014"	16	318857056	Unreliable
	"Triploidy and polyploidy"	"Q92.7"	"2015"	"2015"	24	321418820	0.0
	"Triploidy and polyploidy"	"Q92.7"	"2016"	"2016"	17	323127513	Unreliable
